Id,Probability
1,0.067570664
2,0.045748644
3,0.0065904954
4,0.116350465
5,0.08489726
6,0.030275717
7,0.027902994
8,0.04261014
9,0.0012016372
10,0.2145022
11,0.012746382
12,0.012641574
13,0.006384753
14,0.05363387
15,0.03529953
16,0.018152941
17,0.047706813
18,0.010487156
19,0.18667205
20,0.106925696
21,0.00744955
22,0.008010994
23,0.0026111642
24,0.59544957
25,0.032536395
26,0.012592038
27,0.07525589
28,0.0103058005
29,0.046962455
30,0.012656634
31,0.061579775
32,0.0041609793
33,0.018653294
34,0.07453558
35,0.33854753
36,0.05082284
37,0.02626124
38,0.014698398
39,0.01097675
40,0.018213335
41,0.4823819
42,0.25937185
43,0.09459474
44,0.007970278
45,0.026111014
46,0.004623394
47,0.00399903
48,0.0116951475
49,0.013661782
50,0.022242688
51,0.016708793
52,0.018308068
53,0.012976786
54,0.040004916
55,0.014190991
56,0.07217103
57,0.003332783
58,0.10614095
59,0.081306115
60,0.07566019
61,0.03940794
62,0.0030131768
63,0.020817686
64,0.010900585
65,0.015500546
66,0.016207045
67,0.00440936
68,0.1397345
69,0.006468918
70,0.7236084
71,0.01705433
72,0.09408192
73,0.0043056943
74,0.15705307
75,0.0116690025
76,0.026018817
77,0.07771069
78,0.04294243
79,0.07595814
80,0.011762113
81,0.015298121
82,0.01075389
83,0.0869603
84,0.006949427
85,0.017262343
86,0.011452677
87,0.02989337
88,0.0072493507
89,0.064834036
90,0.009863552
91,0.0760285
92,0.008872952
93,0.011549448
94,0.014284626
95,0.004805254
96,0.09843671
97,0.034685697
98,0.06983357
99,0.011389395
100,0.010305518
101,0.038742438
102,0.040610444
103,0.005436266
104,0.038393278
105,0.17827988
106,0.022973068
107,0.51771575
108,0.01101716
109,0.004549877
110,0.01728287
111,0.0097136265
112,0.03350057
113,0.015748428
114,0.46842137
115,0.08398964
116,0.0073509957
117,0.0016569808
118,0.082116656
119,0.012509629
120,0.0060176947
121,0.011498254
122,0.10075897
123,0.011110056
124,0.22844577
125,0.0039397143
126,0.0034552207
127,0.0015913396
128,0.0062049725
129,0.0029476576
130,0.060418397
131,0.036494076
132,0.07096205
133,0.004431871
134,0.12563992
135,0.18439367
136,0.005583414
137,0.15837298
138,0.078167714
139,0.006278623
140,0.022547327
141,0.006729462
142,0.011117561
143,0.0070112646
144,0.011397399
145,0.29381964
146,0.005435727
147,0.0033793414
148,0.21090078
149,0.0047889748
150,0.062135555
151,0.00283444
152,0.008524516
153,0.0052109323
154,0.011715597
155,0.010152187
156,0.008607349
157,0.044369835
158,0.0048286123
159,0.19490542
160,0.011495695
161,0.0030536738
162,0.012417859
163,0.015822468
164,0.090951994
165,0.010394159
166,0.014656987
167,0.5138963
168,0.021476958
169,0.13514736
170,0.016182255
171,0.005999332
172,0.00704409
173,0.011905023
174,0.050130945
175,0.010180059
176,0.3052445
177,0.017709205
178,0.101304136
179,0.008679567
180,0.010745245
181,0.037235316
182,0.012430468
183,0.01836864
184,0.012526894
185,0.19227523
186,0.010187318
187,0.010517125
188,0.027304415
189,0.05421676
190,0.010090397
191,0.019263016
192,0.027880304
193,0.008034195
194,0.12090526
195,0.009475132
196,0.03145491
197,0.0065871873
198,0.0060318154
199,0.0076831966
200,0.01380371
201,0.05154425
202,0.021785535
203,0.3828431
204,0.056142423
205,0.07990002
206,0.006204849
207,0.01513424
208,0.0066927304
209,0.06050743
210,0.004409387
211,0.07124613
212,0.021549474
213,0.015003137
214,0.007087789
215,0.0086224945
216,0.056603264
217,0.0063637756
218,0.062489882
219,0.01705725
220,0.0022361395
221,0.02078976
222,0.010478521
223,0.01152452
224,0.0074705724
225,0.008527938
226,0.071205676
227,0.011257594
228,0.057664882
229,0.0811519
230,0.46643552
231,0.17812158
232,0.00919733
233,0.008213577
234,0.011438698
235,0.0049428423
236,0.13023666
237,0.011639579
238,0.0035060314
239,0.011512604
240,0.019861178
241,0.025935182
242,0.017302964
243,0.0042280066
244,0.016856542
245,0.06676733
246,0.009514987
247,0.04609259
248,0.00466061
249,0.014379111
250,0.27133083
251,0.020923166
252,0.32938913
253,0.0043910127
254,0.06801063
255,0.0014278955
256,0.0054811635
257,0.03224804
258,0.14901716
259,0.040088568
260,0.15305486
261,0.0059866603
262,0.015679317
263,0.0022618629
264,0.048650116
265,0.11916934
266,0.011694233
267,0.07336873
268,0.034317076
269,0.35029945
270,0.007595446
271,0.0149445655
272,0.0488648
273,0.00639976
274,0.010575831
275,0.0053649065
276,0.026198471
277,0.015105729
278,0.0070206253
279,0.032736015
280,0.020859122
281,0.7018172
282,0.1105394
283,0.060504477
284,0.009581782
285,0.009166699
286,0.00661811
287,0.014747538
288,0.037318476
289,0.07489146
290,0.12219533
291,0.4656778
292,0.0076663215
293,0.028594766
294,0.0052775326
295,0.0023293898
296,0.0282464
297,0.011989641
298,0.028070677
299,0.003046953
300,0.004843272
301,0.09085188
302,0.008040662
303,0.005386907
304,0.0063859695
305,0.34286565
306,0.0323128
307,0.0014594182
308,0.21547914
309,0.22009136
310,0.008133991
311,0.32811043
312,0.0049705114
313,0.33097297
314,0.018707909
315,0.044057727
316,0.07361141
317,0.46444193
318,0.0042721615
319,0.0047880313
320,0.11052067
321,0.08186721
322,0.016658189
323,0.0104515795
324,0.0077195675
325,0.04059781
326,0.0052400767
327,0.009567394
328,0.007107915
329,0.022518687
330,0.0049717375
331,0.009631947
332,0.011619498
333,0.013917873
334,0.019184113
335,0.062245056
336,0.04619411
337,0.016947629
338,0.1501274
339,0.020567404
340,0.008554185
341,0.0038877695
342,0.018540433
343,0.017396282
344,0.038495965
345,0.032680616
346,0.02999478
347,0.36289316
348,0.10090077
349,0.014657841
350,0.0059081553
351,0.08799228
352,0.036067918
353,0.0075818934
354,0.12834893
355,0.006005904
356,0.002916873
357,0.78889227
358,0.00283781
359,0.01988405
360,0.11659711
361,0.011718578
362,0.006033814
363,0.0050260313
364,0.013617235
365,0.13892038
366,0.08003939
367,0.019833943
368,0.07557844
369,0.009190615
370,0.61601925
371,0.008001662
372,0.12968102
373,0.010894021
374,0.010072128
375,0.01695404
376,0.0036430797
377,0.036140922
378,0.005831551
379,0.014952023
380,0.015194956
381,0.005770729
382,0.032089725
383,0.01587862
384,0.095692165
385,0.006467983
386,0.003945495
387,0.003783018
388,0.015595262
389,0.032493584
390,0.008984716
391,0.0017831797
392,0.008814178
393,0.012685238
394,0.18862158
