Id,Probability
1,0.022639174
2,0.004549156
3,0.012505513
4,0.061446007
5,0.077684745
6,0.0148058925
7,0.012871348
8,0.010219901
9,0.0049455706
10,0.30673036
11,0.016806744
12,0.021333946
13,0.010371768
14,0.085873015
15,0.008634193
16,0.025401331
17,0.0058820504
18,0.056454975
19,0.06701202
20,0.021357886
21,0.006936746
22,0.0014863682
23,0.006107248
24,0.030600257
25,0.008209255
26,0.0068393447
27,0.029511962
28,0.0054241694
29,0.020809503
30,0.00405615
31,0.02571884
32,0.008675957
33,0.016707862
34,0.020011172
35,0.00966168
36,0.03829801
37,0.04112658
38,0.0057695145
39,0.024657056
40,0.0020480948
41,0.028801775
42,0.0642956
43,0.04279634
44,0.0075185797
45,0.021840889
46,0.00464083
47,0.004535568
48,0.0033559946
49,0.024478994
50,0.006823383
51,0.0041224686
52,0.0068709813
53,0.0087804375
54,0.023935966
55,0.028191283
56,0.017386846
57,0.008536175
58,0.08348596
59,0.023881882
60,0.0600893
61,6.972264e-08
62,0.00070977386
63,0.09469733
64,0.01843528
65,0.045632996
66,0.009993208
67,0.0032102528
68,0.039136723
69,0.00831515
70,0.45015612
71,0.009704681
72,0.04437245
73,0.0016916742
74,0.10796244
75,0.005854188
76,0.0046456107
77,0.021161979
78,0.049552258
79,0.0041078553
80,0.015370999
81,0.015961997
82,0.0024626509
83,0.12091255
84,0.0021161975
85,0.00029890164
86,0.018800301
87,0.18696122
88,0.017061327
89,0.09632695
90,0.16035546
91,0.032392483
92,0.015599726
93,0.00023996654
94,0.031698864
95,0.0013144623
96,0.00047727596
97,0.00085065805
98,0.017372774
99,0.033471826
100,0.0720675
101,0.01700312
102,0.026487928
103,0.0069202427
104,0.013293113
105,0.017986361
106,0.14521171
107,0.023005504
108,0.004426541
109,0.0048999717
110,0.015615222
111,0.0012021129
112,0.022261294
113,0.051660683
114,0.03679554
115,0.08398999
116,0.0017424866
117,0.0071283644
118,0.09103433
119,0.01930567
120,0.0143585345
121,0.0068540983
122,0.005717571
123,0.0087513635
124,0.033113416
125,0.010790307
126,0.0005028153
127,0.0038398178
128,0.028666621
129,0.0063259513
130,0.017846758
131,0.014055847
132,0.015334524
133,0.00452947
134,0.019473553
135,0.003894168
136,0.0061794813
137,0.0071146786
138,0.0024569973
139,0.004248622
140,0.01994575
141,0.0046576425
142,0.01938539
143,0.0044456143
144,0.048695855
145,0.035721675
146,0.045871567
147,0.007955658
148,0.04020737
149,0.027021697
150,0.0025679057
151,0.004252846
152,0.00018473789
153,0.0070245294
154,0.0075979303
155,0.021149414
156,0.016962403
157,0.0098697115
158,0.007230717
159,0.0125807375
160,0.03159454
161,0.004179651
162,0.0022376538
163,0.015654182
164,0.033139907
165,0.028250137
166,0.017926812
167,0.45015612
168,0.021684775
169,0.017004078
170,0.020530105
171,0.0039097224
172,0.018943196
173,0.023692802
174,0.020241722
175,0.01701165
176,0.022850243
177,0.027721226
178,0.01781656
179,0.00075026817
180,0.00192446
181,0.07349383
182,0.005758076
183,0.0062622246
184,0.0012277535
185,0.007974192
186,0.009220499
187,0.00749004
188,0.011341492
189,0.0017459167
190,0.043613426
191,0.029745298
192,0.012718547
193,0.00089312
194,0.034054246
195,0.044178437
196,0.014216217
197,0.005081765
198,0.007985977
199,0.009085436
200,0.016713016
201,0.011537548
202,0.004955636
203,0.035031896
204,0.0023151592
205,0.007558543
206,0.0069659026
207,0.012456796
208,0.0058686673
209,0.073180445
210,0.0036409618
211,0.07963752
212,0.010220298
213,0.033013273
214,0.014005009
215,0.029835002
216,0.04478107
217,9.2194605e-06
218,0.0013730191
219,0.0046740295
220,0.008259855
221,0.03384786
222,0.0017650166
223,0.015798442
224,0.0093876235
225,0.0022598538
226,0.03529181
227,0.011141853
228,0.018946737
229,0.06096526
230,0.046114612
231,0.22749667
232,0.0026073398
233,0.0026401368
234,0.0014833452
235,0.0040389006
236,0.02418416
237,0.0008780747
238,0.004027299
239,0.045151
240,0.019691689
241,0.013030365
242,0.031737715
243,0.0062427768
244,0.0010481765
245,0.07654015
246,0.0039920905
247,0.038877152
248,0.003920987
249,0.012404324
250,0.040296398
251,0.00937072
252,0.13468179
253,0.0091549
254,0.015091512
255,0.0030849574
256,0.012452568
257,0.037049133
258,0.02233222
259,8.241775e-05
260,0.07351928
261,0.008034544
262,0.029952245
263,0.001461039
264,0.057664633
265,0.02624148
266,0.044148326
267,0.03438243
268,0.042136062
269,0.07187794
270,0.009122292
271,0.0013433798
272,0.0046264916
273,0.0061365007
274,0.01398663
275,0.0016362742
276,0.02947001
277,0.0049336734
278,0.014857046
279,0.008084943
280,0.021623785
281,0.17225648
282,0.0060091754
283,0.01579476
284,0.008586021
285,0.020339163
286,0.017696427
287,0.021277696
288,0.013895347
289,0.03590676
290,0.029906318
291,0.057568867
292,0.004265007
293,0.06554875
294,0.002623253
295,0.008294226
296,0.07354401
297,0.0066782655
298,0.008797236
299,0.0048224553
300,0.013367086
301,0.013424698
302,0.01377495
303,0.00093756296
304,0.0021898274
305,0.08627295
306,0.017507484
307,0.0023206077
308,0.30569905
309,0.07532273
310,0.03301987
311,0.1815742
312,0.0052377805
313,0.0093927495
314,1.7148293e-05
315,0.03709804
316,0.05873919
317,0.09192409
318,0.011480675
319,0.0023923682
320,0.01727959
321,0.06331495
322,0.02330374
323,0.014989593
324,0.019818544
325,0.042145997
326,0.0026663253
327,0.0016638997
328,0.020608317
329,0.029177576
330,0.009241941
331,0.054596253
332,0.00925682
333,0.031472754
334,0.011290294
335,0.017728576
336,0.0068306834
337,0.058415525
338,0.032852277
339,0.006889638
340,0.050838422
341,0.0043184343
342,0.01741026
343,0.0090843635
344,0.013853385
345,0.0051447414
346,0.0155618265
347,0.0523031
348,0.01137582
349,0.010667779
350,0.01166073
351,0.005818048
352,0.00037608013
353,0.0034371775
354,0.051039528
355,0.008324855
356,0.0045733326
357,0.08585976
358,0.013882931
359,0.0023004725
360,0.03890531
361,0.015704174
362,0.0151235955
363,0.0051480173
364,0.034998775
365,0.07683188
366,0.08223002
367,0.045652647
368,0.016316492
369,0.011603431
370,0.016479395
371,0.019931328
372,0.0021859235
373,0.019424222
374,0.020572124
375,0.012492234
376,0.0038754994
377,0.050447617
378,0.0002477657
379,0.032512397
380,0.034960166
381,0.035067327
382,0.014539978
383,0.00010449762
384,0.010051695
385,0.005550799
386,0.005771131
387,0.0052531175
388,0.0198346
389,0.0013663585
390,0.0054674544
391,0.011547215
392,0.0022496264
393,0.008513299
394,0.14120603
395,0.004197512
396,0.0053672707
397,0.008478561
398,0.043983907
399,0.013061617
400,0.010276135
401,0.0014001314
402,0.000547472
403,0.0027372413
404,0.004779695
405,0.06313448
406,0.0033205368
407,0.0025404997
408,0.0059001176
409,0.0460404
410,0.010548429
411,0.034195263
412,0.028551444
413,0.07924431
414,0.01854866
415,0.0067937467
416,0.01722722
417,0.02341326
418,0.025890859
419,0.00959201
420,0.045264713
421,0.013670697
422,0.008696766
423,0.032448687
424,0.00052978867
425,0.0063390024
426,0.0013369324
427,0.0007812443
428,0.00096689566
429,0.054964725
430,0.023616886
431,0.06666458
432,0.00500777
433,0.046833165
434,0.017700952
435,0.018430812
436,0.014563953
437,0.10156155
438,0.13398814
439,0.0020941193
440,0.07019341
441,0.007741678
442,0.018789055
443,0.021329075
444,1.2865354e-08
445,0.0024135422
446,0.038201816
447,0.0077369763
448,0.13999313
449,0.046234693
450,0.008507728
451,0.00030951088
452,0.007817427
453,0.11450603
454,0.012899715
455,0.015347857
456,0.02259872
457,0.010490656
458,0.01828913
459,0.03643889
460,0.051674295
461,0.0047829426
462,0.05779164
463,0.016104212
464,0.020715745
465,0.011885648
466,0.0048248656
467,0.0055073937
468,0.050665572
469,0.012607201
470,0.023580004
471,0.004340375
472,0.0058564395
473,0.0040770057
474,0.012899132
475,0.0318486
476,0.015683526
477,0.008276293
478,0.0066622444
479,8.540382e-05
480,0.004886834
481,0.036767095
482,0.003831701
483,0.009852075
484,0.01130178
485,0.007267342
486,0.011358941
487,0.0043975464
488,0.015140004
489,0.012330722
490,0.0037659004
491,0.0034402153
492,0.0186151
493,0.020054786
494,0.004119967
495,0.017036524
496,0.04465153
497,0.007192085
498,0.06515414
499,0.04926786
500,0.00670865
501,0.028876577
502,0.013736887
503,0.047619976
504,0.012393253
505,0.004342104
506,0.0012471706
507,0.0033079106
508,0.004944114
509,0.0097432695
510,0.020798605
511,0.01881908
512,0.00027872738
513,0.0069438317
514,0.00040392124
515,0.029267302
516,0.048468485
517,0.0071947244
518,0.0019596152
519,0.0014413313
520,0.009502439
521,0.0009292805
522,0.0070712036
523,0.021317475
524,0.008530361
525,0.0046240566
526,0.12204782
527,0.061018467
528,0.0033566342
529,0.0004986852
530,0.031913523
531,0.0073177814
532,0.00266522
533,0.032593053
534,0.00210164
535,0.007153947
536,0.00783002
537,0.004570379
538,0.012253227
539,0.0007076602
540,0.0005864654
541,0.03319531
542,0.014858824
543,0.0049003065
544,0.08713211
545,0.04236957
546,0.00045234797
547,0.06500982
548,0.0048998413
549,0.009381864
550,0.17824101
551,0.026835773
552,3.486207e-05
553,0.018637
554,0.006101198
555,0.0030795685
556,0.026499895
557,0.15113705
558,0.029307127
559,0.03570791
560,1.211726e-05
561,0.006063531
562,0.0018505089
563,0.013154736
564,0.011927762
565,0.119229615
566,0.00630248
567,0.00074422924
568,0.009780731
569,0.009201493
570,0.0065336786
571,0.058289267
572,0.036906287
573,0.04597752
574,0.025919313
575,0.005818423
576,0.010668755
577,0.0071278308
578,0.014499927
579,0.061087985
580,0.0071307467
581,0.013961901
582,0.0035356374
583,0.0023003533
584,0.030128263
585,0.053525966
586,0.00011409442
587,0.0051661255
588,0.034888417
589,0.005634535
590,0.019982457
591,0.07627993
592,0.036852658
593,0.008127068
594,0.009493023
595,0.039046116
596,0.004868526
597,0.017852869
598,0.002710187
599,0.029358469
600,0.009701359
601,0.008541217
602,0.029247623
603,0.007486028
604,0.02032307
605,0.07793517
606,0.011324351
607,0.0064050197
608,0.006929526
609,0.047169335
610,0.00013034366
611,0.047863226
612,0.00751002
613,0.010178494
614,0.023456894
615,0.0010394834
616,0.0012121449
617,0.005184985
618,0.013207345
619,0.016811708
620,0.020858526
621,0.010209802
622,0.038264148
623,0.015423104
624,0.0069065425
625,0.021527221
626,0.06794417
627,0.05699226
628,0.046858385
629,0.008193488
630,0.084585905
631,0.008225355
632,0.013974418
633,0.00478117
634,0.015551325
635,0.002192642
636,0.0025904004
637,0.0034097752
638,0.0036320258
639,0.00091609627
640,0.005139723
641,0.0135653205
642,0.012546658
643,0.009099803
644,0.06020753
645,0.050099187
646,0.01543536
647,0.0037799627
648,0.023990355
649,0.000133791
650,0.01690732
651,0.16278769
652,0.0031356078
653,0.031305786
654,0.06785513
655,0.012389056
656,0.018511765
657,0.01371152
658,0.01712915
659,0.12162533
660,0.08444152
661,0.002060237
662,0.02561933
663,0.073630884
664,0.024493506
665,0.12714934
666,0.0042370358
667,0.10275775
668,0.01207404
669,0.054983124
670,0.008609929
671,0.007250823
672,0.03301103
673,0.00842607
674,0.008516718
675,0.029566169
676,0.015846144
677,0.0056618084
678,0.01057177
679,0.0082592275
680,0.006762467
681,0.071343295
682,0.05033031
683,0.013991668
684,0.0131187895
685,0.06270745
686,0.002701378
687,0.00022158747
688,0.005129279
689,0.07217158
690,0.004370718
691,0.014250325
692,0.0937697
693,0.00872213
694,0.007955613
695,0.0062733106
696,0.0052723936
697,0.002557689
698,0.04541189
699,0.027437275
700,0.005582048
701,0.0038830342
702,0.003069669
703,0.021224914
704,0.42839357
705,0.029435836
706,0.003983399
707,0.038258847
708,0.010065478
709,0.016169058
710,0.008294563
711,0.0031663135
712,0.022645807
713,0.029341023
714,0.003602081
715,0.01994215
716,0.026276752
717,0.005237229
718,0.07393102
719,0.0061171283
720,0.008082464
721,0.004111411
722,0.07737312
723,0.019879976
724,0.019385418
725,0.020309031
726,0.0040550986
727,0.014650661
728,2.5045116e-05
729,0.0058015585
730,0.13391837
731,0.012801861
732,0.019662332
733,0.004586754
734,0.004488229
735,0.04437104
736,0.0024253572
737,0.010335271
738,0.034909327
739,0.002555983
740,0.008458815
741,0.09147705
742,0.014510964
743,0.018223856
744,0.004000721
745,0.008355696
746,0.052277304
747,0.0052714054
748,0.02915751
749,0.013040194
750,0.0052005416
751,0.025873555
752,0.0061852825
753,3.1002062e-05
754,0.0054605743
755,0.08797497
756,0.015285075
757,0.0025684226
758,0.022128498
759,0.0022639579
760,0.0066253715
761,0.007574001
762,0.04936074
763,3.3800578e-09
764,0.009717645
765,0.00018506827
766,0.017537264
767,0.009875538
768,0.028466204
769,0.0024450272
770,0.032830585
771,0.001078088
772,0.031079827
773,0.009243081
774,0.01164437
775,0.011460917
776,0.027461456
777,0.02917563
778,0.004335592
779,0.0050359154
780,0.057614584
781,0.0070501626
782,0.027682431
783,0.021119377
784,0.0077111167
785,0.014073356
786,0.045894746
787,0.0073108673
788,0.059178308
789,0.016709184
790,0.03924483
791,0.04641023
792,0.025063222
793,0.008783467
794,0.028892832
795,0.054449316
796,0.0045975414
797,0.051812425
798,0.0042510047
799,0.06026569
800,0.03604968
801,0.002541731
802,0.018800618
803,0.09230041
804,0.036931336
805,0.0231642
806,0.0008763833
807,0.005489545
808,0.12054155
809,0.015739812
810,0.00079522707
811,0.019062929
812,0.0026440711
813,0.022369219
814,0.00992518
815,0.015737116
816,0.015019804
817,0.0065893997
818,0.014634361
819,0.009785146
820,0.009155194
821,0.029088804
822,0.017991072
823,0.0049927924
824,0.041749448
825,0.0055804593
826,0.0030906762
827,0.020503843
828,0.00011106395
829,0.011572638
830,0.029338691
831,0.016265547
832,0.107433565
833,0.11502274
834,0.013489681
835,0.11942742
836,0.054793954
837,0.03966329
838,0.08660058
839,0.013596436
840,0.025865586
841,0.0045476938
842,0.0025354512
843,0.018411135
844,0.049782068
845,0.018260319
846,0.19105858
847,0.0111928405
848,0.0028090419
849,0.12859298
850,0.036383208
851,0.0073788557
852,0.003947215
853,0.048283774
854,0.093872756
855,0.0014112849
856,0.023125308
857,0.033306375
858,0.03842047
859,0.0068934076
860,0.002554759
861,0.060792875
862,0.0056973975
863,0.01739903
864,0.001950682
865,0.011751347
866,0.011734317
867,0.0107583245
868,0.004148573
869,0.0006496062
870,0.0029046016
871,0.011428069
872,0.023508873
873,0.0073683434
874,0.0046015102
875,0.0024484931
876,0.026908271
877,0.020214593
878,0.033356667
879,0.0024647955
880,0.005427551
881,0.023672018
882,0.033604175
883,0.02250502
884,0.023848101
885,0.0038043896
886,0.038452104
887,0.012013779
888,0.022566902
889,0.00036420533
890,0.017506063
891,0.0024697518
892,0.01787956
893,0.028858036
894,0.2203054
895,0.011490938
896,0.07081472
897,0.012183774
898,0.0017840839
899,0.005155982
900,0.0027511336
901,0.067153096
902,0.045749452
903,0.010776101
904,0.006286961
905,0.00514285
906,0.015144442
907,0.014188926
908,0.0137756495
909,0.017858448
910,0.0029438536
911,8.52496e-10
912,0.041566968
913,0.009920398
914,0.021941489
915,0.03863076
916,0.17914583
917,0.14471145
918,0.030013716
919,0.012310824
920,0.004978194
921,0.008110746
922,0.11756414
923,0.008457296
924,9.5002004e-05
925,0.023780383
926,0.16620603
927,0.042972874
928,0.023741309
929,0.007510168
930,0.012692987
931,0.007967963
932,0.058622587
933,0.11473795
934,0.009711008
935,0.0031520114
936,0.0037154814
937,0.0035120707
938,0.031721137
939,0.021955859
940,0.0028193211
941,0.059431072
942,0.005152885
943,0.016266607
944,0.03980138
945,0.0116573395
946,0.04243453
947,0.032464605
948,0.037940975
949,0.014586787
950,0.023688309
951,0.0053523364
952,0.10453932
953,0.014642492
954,0.005807852
955,0.010091473
956,0.020329133
957,0.041919775
958,0.011790509
959,0.014056013
960,0.010602433
961,0.007732007
962,0.008973539
963,0.0045722993
964,0.054854408
965,0.009550415
966,0.01518268
967,0.023301193
968,0.011501978
969,0.12281799
970,0.003800219
971,0.0035448137
972,0.11531281
973,0.010150912
974,0.025426984
975,0.005099809
976,1.5300993e-12
977,0.030311856
978,0.0026602612
979,0.077118054
980,0.028153423
981,0.010957752
982,0.00040888911
983,0.0027173543
984,0.0034384371
985,0.12258109
986,0.039238285
987,0.002051501
988,0.016049828
989,0.02413663
990,0.041527998
991,0.024142569
992,0.00788301
993,0.00831261
994,0.016335653
995,0.0105714565
996,0.032611314
997,0.0025576928
998,0.06081133
999,0.012128599
1000,0.0024312783
1001,0.0041088304
1002,0.022365183
1003,0.025659196
1004,0.0050020544
1005,0.00586202
1006,0.02424896
1007,0.02277075
1008,0.005581783
1009,0.00977011
1010,0.00173005
1011,0.0009270612
1012,0.020691643
1013,0.020691058
1014,0.09531027
1015,0.019762224
1016,0.0147181135
1017,0.0031030586
1018,0.000107548745
1019,0.030335093
1020,0.0038149923
1021,0.006389507
1022,0.02069574
1023,0.03299068
1024,0.0062908144
1025,0.0014258213
1026,0.0075439983
1027,0.058878936
1028,0.039202128
1029,0.005378988
1030,0.008774081
1031,0.015342584
1032,0.003615426
1033,0.0005463712
1034,0.00538772
1035,0.0034690415
1036,0.019718736
1037,0.014334995
